City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
132,Hovd,MN,2022-05-19 17:43:46,48.0056,91.6419,63.36,27,3,4.56
133,Yulara,AU,2022-05-19 17:43:46,-25.2406,130.9889,53.76,69,3,9.55
134,Kendari,ID,2022-05-19 17:43:47,-3.945,122.4989,75.22,95,82,3.4
135,Washington,US,2022-05-19 17:43:03,47.5001,-120.5015,54.77,33,6,13.62
136,Cantanhede,BR,2022-05-19 17:43:47,-3.6333,-44.3767,81.12,90,98,2.06
137,Ribeira Grande,PT,2022-05-19 17:43:48,38.5167,-28.7,66.6,59,20,17.27
138,Aklavik,CA,2022-05-19 17:43:48,68.2191,-135.0107,32.0,80,100,2.3
139,Solnechnyy,RU,2022-05-19 17:43:48,50.7214,136.6319,32.72,97,55,4.7
140,Kodiak,US,2022-05-19 17:43:49,57.79,-152.4072,51.31,54,0,4.61
141,Hobart,AU,2022-05-19 17:43:49,-42.8794,147.3294,45.27,84,6,5.75
142,Caorle,IT,2022-05-19 17:44:50,45.5966,12.8758,73.92,57,9,5.59
143,Port Lincoln,AU,2022-05-19 17:44:50,-34.7333,135.8667,57.9,62,1,15.23
144,Leshukonskoye,RU,2022-05-19 17:44:50,64.8989,45.7622,36.57,80,96,9.13
145,Constitucion,CL,2022-05-19 17:44:51,-35.3333,-72.4167,56.39,87,80,16.55
146,New Norfolk,AU,2022-05-19 17:44:51,-42.7826,147.0587,44.92,74,7,2.64
147,Walvis Bay,NA,2022-05-19 17:44:52,-22.9575,14.5053,61.75,82,3,10.36
148,Namie,JP,2022-05-19 17:44:52,37.4833,141.0,57.72,67,100,5.37
149,Mutoko,ZW,2022-05-19 17:44:52,-17.397,32.2268,62.98,49,68,3.47
150,Tasiilaq,GL,2022-05-19 17:44:53,65.6145,-37.6368,39.36,90,100,4.65
151,Lorengau,PG,2022-05-19 17:44:53,-2.0226,147.2712,80.92,81,27,3.36
152,Bagdarin,RU,2022-05-19 17:44:54,54.4333,113.6,49.91,59,0,6.98
153,Damavand,IR,2022-05-19 17:44:54,35.7178,52.065,62.94,33,0,2.1
154,Le Port,RE,2022-05-19 17:44:54,-20.9373,55.2919,73.4,78,24,2.55
155,Yaya,RU,2022-05-19 17:44:55,56.206,86.44,60.24,87,96,12.41
156,Alugan,PH,2022-05-19 17:44:55,12.2188,125.4808,80.06,84,90,9.66
157,Grand Gaube,MU,2022-05-19 17:44:55,-20.0064,57.6608,73.8,78,10,3.0
158,Quchan,IR,2022-05-19 17:44:56,37.106,58.5095,57.96,71,58,2.17
159,Ciudad Bolivar,VE,2022-05-19 17:44:56,8.1222,-63.5497,95.09,29,62,5.77
160,Port Macquarie,AU,2022-05-19 17:44:56,-31.4333,152.9167,56.89,65,100,8.23
161,Manzanillo,CU,2022-05-19 17:44:57,20.3433,-77.1167,89.64,54,99,4.7
162,Vestmanna,FO,2022-05-19 17:44:57,62.1564,-7.1664,47.32,100,100,14.97
163,Puerto Colombia,CO,2022-05-19 17:44:58,10.9878,-74.9547,89.69,74,100,5.14
164,Chara,RU,2022-05-19 17:44:58,56.9064,118.2631,44.11,86,97,3.6
165,Arkhara,RU,2022-05-19 17:44:58,49.4212,130.0842,49.1,56,98,5.48
166,Esna,EG,2022-05-19 17:44:59,25.2934,32.554,93.22,7,9,11.1
167,Maldonado,UY,2022-05-19 17:44:59,-34.6667,-54.9167,58.39,57,11,8.03
168,Trat,TH,2022-05-19 17:44:59,12.5,102.5,81.88,96,100,3.06
169,Bethel,US,2022-05-19 17:45:00,41.3712,-73.414,59.02,88,100,9.22
170,Mana,GF,2022-05-19 17:45:00,5.6592,-53.7767,82.47,70,47,7.27
171,Luderitz,NA,2022-05-19 17:45:00,-26.6481,15.1594,57.04,73,80,11.48
172,Lompoc,US,2022-05-19 17:45:01,34.6391,-120.4579,80.85,63,0,11.5
173,Zhigansk,RU,2022-05-19 17:45:01,66.7697,123.3711,30.38,85,6,5.03
174,Sorland,NO,2022-05-19 17:45:02,67.667,12.6934,44.46,85,24,5.64
175,Ilulissat,GL,2022-05-19 17:44:14,69.2167,-51.1,32.02,74,0,6.91
176,Great Falls,US,2022-05-19 17:44:01,47.5002,-111.3008,49.66,29,100,34.52
